order_id,order_date,cost,price,order_qty,sales,year,month,quarter,dayofweek,dayofyear,dayofmonth,weekofyear,BrandNameEn,CategoryNameEn,ChannelNameEn
1080,2015-03-17,364.81,30.98,9,3283.29,2015,3,1,1,76,17,12,10,2,0
1081,2014-11-24,398.14,218.10,26,10351.64,2014,11,4,0,328,24,48,6,2,0
1082,2015-10-12,381.14,775.33,45,17151.30,2015,10,4,0,285,12,42,0,3,2
1083,2015-11-29,127.34,395.06,25,3183.50,2015,11,4,6,333,29,48,2,1,0
1084,2015-10-22,8.99,460.49,22,197.78,2015,10,4,3,295,22,43,1,5,0
1085,2015-03-21,286.85,832.02,17,4876.45,2015,3,1,5,80,21,12,12,4,2
1086,2015-05-11,348.47,423.21,34,11847.98,2015,5,2,0,131,11,20,8,2,2
1087,2015-12-30,236.78,656.54,22,5209.16,2015,12,4,2,364,30,53,7,2,0
1088,2015-03-22,26.30,680.79,39,1025.70,2015,3,1,6,81,22,12,9,2,3
1089,2015-08-16,328.32,408.85,38,12476.16,2015,8,3,6,228,16,33,9,3,2
1090,2015-08-28,212.24,567.83,10,2122.40,2015,8,3,4,240,28,35,7,5,3
1091,2014-06-18,135.14,332.63,1,135.14,2014,6,2,2,169,18,25,8,1,3
1092,2015-01-17,160.97,774.51,34,5472.98,2015,1,1,5,17,17,3,9,3,2
1093,2015-02-23,200.37,791.14,38,7614.06,2015,2,1,0,54,23,9,10,4,0
1094,2015-09-11,284.49,617.46,22,6258.78,2015,9,3,4,254,11,37,6,4,3
1095,2015-10-09,497.73,767.58,3,1493.19,2015,10,4,4,282,9,41,8,5,0
1096,2015-10-11,83.89,101.42,34,2852.26,2015,10,4,6,284,11,41,0,1,0
1097,2015-09-19,377.47,854.10,22,8304.34,2015,9,3,5,262,19,38,8,1,1
1098,2015-05-08,311.04,256.44,34,10575.36,2015,5,2,4,128,8,19,12,3,3
1099,2015-03-27,142.79,859.57,5,713.95,2015,3,1,4,86,27,13,4,4,2
1100,2015-06-01,204.93,386.08,16,3278.88,2015,6,2,0,152,1,23,9,2,0
1101,2014-10-08,303.88,492.24,32,9724.16,2014,10,4,2,281,8,41,11,4,0
1102,2015-03-25,7.14,222.41,22,157.08,2015,3,1,2,84,25,13,6,5,3
1103,2015-04-19,423.14,532.30,43,18195.02,2015,4,2,6,109,19,16,3,5,2
1104,2014-08-21,241.17,420.07,5,1205.85,2014,8,3,3,233,21,34,6,5,1
1105,2015-10-01,471.28,546.14,15,7069.20,2015,10,4,3,274,1,40,9,2,3
1106,2014-06-03,263.05,191.08,10,2630.50,2014,6,2,1,154,3,23,1,0,3
1107,2015-07-25,351.50,883.81,12,4218.00,2015,7,3,5,206,25,30,12,4,3
1108,2014-06-18,358.81,418.31,41,14711.21,2014,6,2,2,169,18,25,2,3,2
1109,2015-11-25,386.47,788.54,16,6183.52,2015,11,4,2,329,25,48,12,5,0
1110,2014-08-20,132.33,678.66,45,5954.85,2014,8,3,2,232,20,34,8,4,2
1111,2015-10-30,381.58,924.20,31,11828.98,2015,10,4,4,303,30,44,7,5,1
1112,2015-04-23,387.96,804.73,50,19398.00,2015,4,2,3,113,23,17,10,2,3
1113,2015-06-05,353.55,4.15,49,17323.95,2015,6,2,4,156,5,23,0,5,1
1114,2014-10-23,165.49,504.10,17,2813.33,2014,10,4,3,296,23,43,9,0,2
1115,2014-11-05,222.08,155.26,23,5107.84,2014,11,4,2,309,5,45,0,0,3
1116,2015-01-29,433.51,852.13,3,1300.53,2015,1,1,3,29,29,5,12,5,1
1117,2015-09-20,331.99,565.20,4,1327.96,2015,9,3,6,263,20,38,2,5,3
1118,2014-12-07,394.80,740.33,16,6316.80,2014,12,4,6,341,7,49,5,1,2
1119,2015-12-09,171.50,201.08,37,6345.50,2015,12,4,2,343,9,50,6,4,0
1120,2015-08-12,15.10,459.00,6,90.60,2015,8,3,2,224,12,33,12,3,2
1121,2014-12-12,289.13,354.42,4,1156.52,2014,12,4,4,346,12,50,5,1,3
1122,2014-09-22,172.63,726.69,26,4488.38,2014,9,3,0,265,22,39,12,2,0
1123,2015-06-03,165.18,209.98,9,1486.62,2015,6,2,2,154,3,23,3,1,2
1124,2015-07-31,340.81,308.17,4,1363.24,2015,7,3,4,212,31,31,5,2,2
1125,2014-08-18,209.81,727.30,26,5455.06,2014,8,3,0,230,18,34,2,1,3
1126,2014-08-15,456.69,955.40,23,10503.87,2014,8,3,4,227,15,33,8,4,3
1127,2014-10-15,50.47,976.97,45,2271.15,2014,10,4,2,288,15,42,7,5,2
1128,2015-01-23,199.09,858.09,34,6769.06,2015,1,1,4,23,23,4,10,3,0
1129,2014-10-16,471.90,510.96,42,19819.80,2014,10,4,3,289,16,42,3,2,3
1130,2015-06-11,469.32,923.15,9,4223.88,2015,6,2,3,162,11,24,10,3,0
1131,2014-06-30,246.81,548.60,29,7157.49,2014,6,2,0,181,30,27,10,5,1
1132,2015-09-06,11.82,469.82,3,35.46,2015,9,3,6,249,6,36,1,2,0
1133,2015-09-15,298.39,216.17,34,10145.26,2015,9,3,1,258,15,38,3,0,2
1134,2014-10-04,429.66,338.38,14,6015.24,2014,10,4,5,277,4,40,1,1,1
1135,2014-10-30,193.79,557.38,29,5619.91,2014,10,4,3,303,30,44,3,0,1
1136,2014-11-15,109.86,936.58,38,4174.68,2014,11,4,5,319,15,46,8,0,2
1137,2015-02-11,9.92,615.85,27,267.84,2015,2,1,2,42,11,7,9,4,1
1138,2014-06-19,225.23,872.35,33,7432.59,2014,6,2,3,170,19,25,10,1,1
1139,2014-10-06,81.29,224.34,33,2682.57,2014,10,4,0,279,6,41,4,2,1
1140,2014-06-29,85.65,568.73,9,770.85,2014,6,2,6,180,29,26,6,5,3
1141,2015-04-08,365.58,613.82,22,8042.76,2015,4,2,2,98,8,15,8,5,0
1142,2015-07-23,216.18,794.14,21,4539.78,2015,7,3,3,204,23,30,6,2,2
1143,2015-07-20,104.24,274.14,28,2918.72,2015,7,3,0,201,20,30,2,4,2
1144,2015-11-19,277.00,324.05,40,11080.00,2015,11,4,3,323,19,47,6,1,3
1145,2015-10-30,290.12,870.48,14,4061.68,2015,10,4,4,303,30,44,3,4,0
1146,2014-11-25,303.69,911.52,38,11540.22,2014,11,4,1,329,25,48,1,1,0
1147,2015-01-10,184.02,39.45,6,1104.12,2015,1,1,5,10,10,2,10,0,3
1148,2015-06-24,11.13,888.58,21,233.73,2015,6,2,2,175,24,26,2,0,2
1149,2015-11-14,404.55,428.42,9,3640.95,2015,11,4,5,318,14,46,8,5,1
1150,2015-12-23,498.54,265.01,44,21935.76,2015,12,4,2,357,23,52,9,1,1
1151,2015-12-06,394.71,329.79,14,5525.94,2015,12,4,6,340,6,49,10,4,3
1152,2015-01-30,432.03,129.36,11,4752.33,2015,1,1,4,30,30,5,11,5,3
1153,2015-11-21,233.78,36.52,31,7247.18,2015,11,4,5,325,21,47,11,3,2
1154,2015-11-07,346.24,242.90,20,6924.80,2015,11,4,5,311,7,45,6,0,1
1155,2015-12-01,476.36,148.91,3,1429.08,2015,12,4,1,335,1,49,2,5,0
1156,2015-12-04,272.70,892.54,38,10362.60,2015,12,4,4,338,4,49,10,0,1
1157,2014-09-03,30.04,971.88,41,1231.64,2014,9,3,2,246,3,36,10,4,3
1158,2015-08-02,221.69,211.76,2,443.38,2015,8,3,6,214,2,31,3,4,0
1159,2014-11-21,336.32,465.91,25,8408.00,2014,11,4,4,325,21,47,1,1,3
1160,2015-07-22,315.61,33.76,32,10099.52,2015,7,3,2,203,22,30,0,0,0
1161,2015-05-06,66.72,175.22,15,1000.80,2015,5,2,2,126,6,19,1,3,3
1162,2015-09-08,6.72,854.30,26,174.72,2015,9,3,1,251,8,37,4,2,3
1163,2014-10-07,361.72,900.25,40,14468.80,2014,10,4,1,280,7,41,6,2,2
1164,2015-04-03,274.25,693.99,46,12615.50,2015,4,2,4,93,3,14,0,4,3
1165,2015-05-24,84.37,229.25,27,2277.99,2015,5,2,6,144,24,21,3,3,1
1166,2015-03-25,16.82,577.26,33,555.06,2015,3,1,2,84,25,13,9,4,2
1167,2015-03-15,402.81,319.33,16,6444.96,2015,3,1,6,74,15,11,12,5,0
1168,2015-04-28,402.94,598.06,19,7655.86,2015,4,2,1,118,28,18,9,3,1
1169,2015-07-12,154.76,326.05,13,2011.88,2015,7,3,6,193,12,28,7,5,3
1170,2015-04-28,139.94,596.44,18,2518.92,2015,4,2,1,118,28,18,12,0,1
1171,2015-07-19,156.86,177.01,9,1411.74,2015,7,3,6,200,19,29,11,2,1
1172,2014-06-23,131.44,913.88,37,4863.28,2014,6,2,0,174,23,26,11,5,2
1173,2015-12-27,16.85,633.47,31,522.35,2015,12,4,6,361,27,52,1,2,2
1174,2015-01-06,251.33,815.17,32,8042.56,2015,1,1,1,6,6,2,12,4,1
1175,2015-12-03,345.93,817.99,5,1729.65,2015,12,4,3,337,3,49,7,0,3
1176,2014-06-17,407.74,41.46,31,12639.94,2014,6,2,1,168,17,25,10,5,0
1177,2014-10-06,293.27,664.16,21,6158.67,2014,10,4,0,279,6,41,2,5,1
1178,2015-11-27,274.27,766.74,25,6856.75,2015,11,4,4,331,27,48,5,4,2
1179,2014-09-29,85.70,21.45,40,3428.00,2014,9,3,0,272,29,40,2,5,1
1180,2016-01-01,459.63,543.26,37,17006.31,2016,1,1,4,1,1,53,1,2,0
1181,2015-04-21,91.48,748.78,10,914.80,2015,4,2,1,111,21,17,6,4,0
1182,2014-12-11,167.82,679.25,22,3692.04,2014,12,4,3,345,11,50,7,3,2
1183,2015-03-30,38.19,16.00,24,916.56,2015,3,1,0,89,30,14,5,5,3
1184,2015-03-11,44.48,776.09,28,1245.44,2015,3,1,2,70,11,11,5,1,3
1185,2015-05-01,55.94,411.85,50,2797.00,2015,5,2,4,121,1,18,5,0,1
1186,2014-08-13,21.66,89.66,17,368.22,2014,8,3,2,225,13,33,10,0,0
1187,2015-02-08,104.76,304.40,5,523.80,2015,2,1,6,39,8,6,6,2,3
1188,2015-05-11,244.18,510.22,14,3418.52,2015,5,2,0,131,11,20,0,2,1
1189,2014-06-16,416.58,195.13,39,16246.62,2014,6,2,0,167,16,25,1,0,1
1190,2014-12-09,325.26,97.77,29,9432.54,2014,12,4,1,343,9,50,3,2,0
1191,2015-09-18,446.00,707.96,49,21854.00,2015,9,3,4,261,18,38,6,1,3
1192,2014-08-05,7.10,236.54,5,35.50,2014,8,3,1,217,5,32,12,5,1
1193,2015-02-16,446.87,531.91,34,15193.58,2015,2,1,0,47,16,8,3,0,0
1194,2015-08-07,9.61,738.66,33,317.13,2015,8,3,4,219,7,32,9,1,0
1195,2015-09-14,6.19,52.10,24,148.56,2015,9,3,0,257,14,38,7,0,1
1196,2015-06-10,385.37,325.75,7,2697.59,2015,6,2,2,161,10,24,11,3,2
1197,2014-07-11,10.46,380.81,1,10.46,2014,7,3,4,192,11,28,5,0,3
1198,2015-08-15,83.29,568.10,5,416.45,2015,8,3,5,227,15,33,7,4,2
1199,2014-12-14,390.55,290.16,22,8592.10,2014,12,4,6,348,14,50,1,3,3
1200,2015-07-15,340.17,766.80,39,13266.63,2015,7,3,2,196,15,29,9,0,2
1201,2014-11-07,400.12,891.94,15,6001.80,2014,11,4,4,311,7,45,8,4,0
1202,2015-03-15,114.18,508.80,4,456.72,2015,3,1,6,74,15,11,8,5,0
1203,2015-12-16,335.49,720.23,12,4025.88,2015,12,4,2,350,16,51,7,0,3
1204,2015-10-22,128.82,691.84,50,6441.00,2015,10,4,3,295,22,43,11,0,1
1205,2015-09-23,260.64,322.86,50,13032.00,2015,9,3,2,266,23,39,10,1,3
1206,2015-10-30,220.09,205.81,13,2861.17,2015,10,4,4,303,30,44,2,2,0
1207,2014-12-25,432.32,671.60,10,4323.20,2014,12,4,3,359,25,52,0,2,3
1208,2014-08-15,446.00,431.21,49,21854.00,2014,8,3,4,227,15,33,12,1,1
1209,2015-12-14,446.57,104.13,28,12503.96,2015,12,4,0,348,14,51,6,4,3
1210,2015-03-18,440.37,632.49,19,8367.03,2015,3,1,2,77,18,12,12,1,0
1211,2015-10-04,403.92,315.35,32,12925.44,2015,10,4,6,277,4,40,11,3,2
1212,2014-08-15,170.67,753.88,46,7850.82,2014,8,3,4,227,15,33,2,1,2
1213,2014-08-23,370.35,462.52,6,2222.10,2014,8,3,5,235,23,34,2,4,3
1214,2014-07-21,58.20,830.93,29,1687.80,2014,7,3,0,202,21,30,2,3,2
1215,2015-09-23,134.90,902.87,11,1483.90,2015,9,3,2,266,23,39,5,4,0
1216,2014-06-02,435.13,855.89,12,5221.56,2014,6,2,0,153,2,23,5,0,1
1217,2014-06-09,408.64,722.10,44,17980.16,2014,6,2,0,160,9,24,4,5,1
1218,2015-08-25,435.34,714.55,12,5224.08,2015,8,3,1,237,25,35,1,0,0
1219,2015-10-28,241.96,345.69,10,2419.60,2015,10,4,2,301,28,44,1,1,0
1220,2014-10-23,143.13,442.15,40,5725.20,2014,10,4,3,296,23,43,2,3,3
1221,2015-09-02,494.12,846.78,23,11364.76,2015,9,3,2,245,2,36,6,2,3
1222,2014-08-16,145.25,39.14,8,1162.00,2014,8,3,5,228,16,33,11,4,1
1223,2014-09-29,229.72,130.76,49,11256.28,2014,9,3,0,272,29,40,11,4,2
1224,2014-11-07,279.54,694.15,33,9224.82,2014,11,4,4,311,7,45,7,4,3
1225,2015-06-26,158.79,594.76,24,3810.96,2015,6,2,4,177,26,26,7,3,1
1226,2015-06-08,67.89,172.98,20,1357.80,2015,6,2,0,159,8,24,5,1,2
1227,2015-03-29,453.62,14.59,7,3175.34,2015,3,1,6,88,29,13,11,3,2
1228,2014-12-17,352.27,398.01,29,10215.83,2014,12,4,2,351,17,51,1,3,1
1229,2015-09-22,212.58,726.27,20,4251.60,2015,9,3,1,265,22,39,7,4,0
1230,2015-08-21,389.10,105.32,2,778.20,2015,8,3,4,233,21,34,7,4,1
1231,2015-05-15,323.44,262.96,6,1940.64,2015,5,2,4,135,15,20,8,5,2
1232,2014-10-21,449.63,602.48,30,13488.90,2014,10,4,1,294,21,43,2,1,1
1233,2014-09-19,425.64,830.92,44,18728.16,2014,9,3,4,262,19,38,1,2,0
1234,2015-10-13,323.09,536.48,20,6461.80,2015,10,4,1,286,13,42,7,0,2
1235,2014-06-10,369.52,137.87,26,9607.52,2014,6,2,1,161,10,24,12,3,0
1236,2014-12-25,408.60,260.04,44,17978.40,2014,12,4,3,359,25,52,2,0,0
1237,2015-02-24,116.97,881.45,42,4912.74,2015,2,1,1,55,24,9,2,5,0
1238,2015-03-10,375.26,555.91,28,10507.28,2015,3,1,1,69,10,11,4,4,0
1239,2015-05-04,83.17,807.06,13,1081.21,2015,5,2,0,124,4,19,4,1,3
1240,2015-07-05,426.90,459.22,7,2988.30,2015,7,3,6,186,5,27,8,0,2
1241,2015-11-01,220.74,811.02,33,7284.42,2015,11,4,6,305,1,44,2,4,0
1242,2015-12-30,347.46,623.74,38,13203.48,2015,12,4,2,364,30,53,7,3,2
1243,2015-03-29,140.85,36.61,30,4225.50,2015,3,1,6,88,29,13,4,4,0
1244,2014-06-23,12.82,571.84,21,269.22,2014,6,2,0,174,23,26,3,5,2
1245,2014-10-29,445.73,449.03,30,13371.90,2014,10,4,2,302,29,44,4,0,1
1246,2014-06-01,19.97,451.52,29,579.13,2014,6,2,6,152,1,22,3,0,2
1247,2015-01-25,479.86,388.60,43,20633.98,2015,1,1,6,25,25,4,7,1,0
1248,2015-07-22,83.00,942.27,49,4067.00,2015,7,3,2,203,22,30,1,2,0
1249,2015-10-08,325.83,970.04,7,2280.81,2015,10,4,3,281,8,41,12,3,2
1250,2015-11-21,37.01,852.02,10,370.10,2015,11,4,5,325,21,47,11,4,2
1251,2014-08-21,213.74,665.57,48,10259.52,2014,8,3,3,233,21,34,0,1,0
1252,2014-07-31,70.13,944.61,8,561.04,2014,7,3,3,212,31,31,2,3,2
1253,2014-12-27,394.29,922.80,34,13405.86,2014,12,4,5,361,27,52,12,4,2
1254,2015-05-29,470.08,325.62,3,1410.24,2015,5,2,4,149,29,22,10,1,1
1255,2015-05-13,196.91,174.05,8,1575.28,2015,5,2,2,133,13,20,9,1,0
1256,2014-07-18,279.69,521.45,12,3356.28,2014,7,3,4,199,18,29,12,4,2
1257,2015-10-21,480.84,210.95,34,16348.56,2015,10,4,2,294,21,43,9,0,0
1258,2015-04-12,258.35,627.85,17,4391.95,2015,4,2,6,102,12,15,7,4,0
1259,2014-10-22,25.39,977.47,21,533.19,2014,10,4,2,295,22,43,12,3,0
1260,2015-09-07,305.12,298.68,35,10679.20,2015,9,3,0,250,7,37,10,4,3
1261,2015-01-08,289.13,441.20,30,8673.90,2015,1,1,3,8,8,2,10,2,1
1262,2015-07-24,343.67,164.10,1,343.67,2015,7,3,4,205,24,30,2,0,0
1263,2014-10-20,463.68,291.32,45,20865.60,2014,10,4,0,293,20,43,11,2,0
1264,2014-10-12,446.68,802.26,4,1786.72,2014,10,4,6,285,12,41,0,5,3
1265,2014-09-23,322.76,240.73,43,13878.68,2014,9,3,1,266,23,39,4,0,0
1266,2015-03-03,417.95,632.72,46,19225.70,2015,3,1,1,62,3,10,6,2,1
1267,2014-10-18,310.12,641.64,18,5582.16,2014,10,4,5,291,18,42,3,2,2
1268,2014-09-07,354.32,851.00,9,3188.88,2014,9,3,6,250,7,36,12,4,1
1269,2015-01-27,340.95,867.13,2,681.90,2015,1,1,1,27,27,5,7,0,1
1270,2015-05-12,425.99,733.99,42,17891.58,2015,5,2,1,132,12,20,1,4,2
1271,2015-06-09,283.19,183.36,3,849.57,2015,6,2,1,160,9,24,0,4,0
1272,2015-09-04,87.74,332.64,38,3334.12,2015,9,3,4,247,4,36,8,4,3
1273,2014-12-26,302.05,563.88,27,8155.35,2014,12,4,4,360,26,52,11,0,1
1274,2015-01-07,24.47,708.16,22,538.34,2015,1,1,2,7,7,2,8,3,0
1275,2014-11-04,304.60,815.49,12,3655.20,2014,11,4,1,308,4,45,5,0,2
1276,2015-09-27,377.20,827.56,14,5280.80,2015,9,3,6,270,27,39,5,4,1
1277,2015-07-15,240.38,999.52,16,3846.08,2015,7,3,2,196,15,29,9,2,1
1278,2015-10-30,186.92,775.85,29,5420.68,2015,10,4,4,303,30,44,6,5,1
1279,2014-10-26,270.45,594.01,16,4327.20,2014,10,4,6,299,26,43,9,4,0
1280,2015-05-07,221.08,150.66,46,10169.68,2015,5,2,3,127,7,19,0,4,0
1281,2015-08-28,362.07,369.86,47,17017.29,2015,8,3,4,240,28,35,0,4,0
1282,2015-09-04,98.41,252.95,3,295.23,2015,9,3,4,247,4,36,11,5,3
1283,2015-12-17,493.63,866.56,8,3949.04,2015,12,4,3,351,17,51,11,5,3
1284,2015-05-05,107.18,979.52,12,1286.16,2015,5,2,1,125,5,19,12,5,3
1285,2015-11-19,227.91,63.51,23,5241.93,2015,11,4,3,323,19,47,7,2,0
1286,2015-03-17,434.74,143.67,48,20867.52,2015,3,1,1,76,17,12,5,4,3
1287,2015-04-02,468.89,396.07,47,22037.83,2015,4,2,3,92,2,14,3,2,1
1288,2015-05-26,50.58,486.79,33,1669.14,2015,5,2,1,146,26,22,1,2,0
1289,2014-09-08,90.69,137.50,43,3899.67,2014,9,3,0,251,8,37,9,0,2
1290,2015-05-15,376.88,733.63,44,16582.72,2015,5,2,4,135,15,20,7,3,2
1291,2015-02-16,158.01,672.92,33,5214.33,2015,2,1,0,47,16,8,9,2,1
1292,2015-10-17,405.52,171.67,12,4866.24,2015,10,4,5,290,17,42,8,1,3
1293,2015-02-12,302.16,149.25,22,6647.52,2015,2,1,3,43,12,7,3,3,1
1294,2014-06-25,166.15,959.08,47,7809.05,2014,6,2,2,176,25,26,4,3,1
1295,2015-10-21,222.32,596.87,41,9115.12,2015,10,4,2,294,21,43,11,5,2
1296,2015-04-09,439.56,8.05,25,10989.00,2015,4,2,3,99,9,15,10,0,3
1297,2014-12-22,489.89,577.61,11,5388.79,2014,12,4,0,356,22,52,10,0,0
1298,2015-01-01,92.50,699.14,44,4070.00,2015,1,1,3,1,1,1,6,5,0
1299,2014-08-13,436.54,183.88,12,5238.48,2014,8,3,2,225,13,33,10,3,3
1300,2015-06-18,305.43,353.02,35,10690.05,2015,6,2,3,169,18,25,5,3,0
1301,2015-01-03,56.33,846.13,13,732.29,2015,1,1,5,3,3,1,7,4,2
1302,2015-12-23,392.09,545.96,3,1176.27,2015,12,4,2,357,23,52,3,5,3
1303,2015-12-04,470.78,250.88,30,14123.40,2015,12,4,4,338,4,49,12,2,1
1304,2014-12-13,394.70,286.53,17,6709.90,2014,12,4,5,347,13,50,6,4,3
1305,2015-06-13,363.41,404.88,26,9448.66,2015,6,2,5,164,13,24,1,3,2
1306,2015-01-02,120.45,950.99,2,240.90,2015,1,1,4,2,2,1,6,5,3
1307,2014-06-27,496.00,813.54,19,9424.00,2014,6,2,4,178,27,26,3,2,2
1308,2015-01-03,142.36,960.41,16,2277.76,2015,1,1,5,3,3,1,1,4,2
1309,2014-12-23,289.19,484.11,3,867.57,2014,12,4,1,357,23,52,8,5,3
1310,2015-08-20,185.58,307.43,8,1484.64,2015,8,3,3,232,20,34,6,2,0
1311,2015-05-07,251.91,533.19,16,4030.56,2015,5,2,3,127,7,19,1,1,0
1312,2015-10-30,144.17,529.17,33,4757.61,2015,10,4,4,303,30,44,8,4,0
1313,2015-05-28,466.32,895.72,5,2331.60,2015,5,2,3,148,28,22,0,4,1
1314,2015-07-24,131.11,769.46,35,4588.85,2015,7,3,4,205,24,30,0,0,2
1315,2014-08-12,468.78,121.92,3,1406.34,2014,8,3,1,224,12,33,5,2,1
1316,2014-08-14,83.96,880.44,33,2770.68,2014,8,3,3,226,14,33,7,1,1
1317,2015-09-04,480.20,384.18,38,18247.60,2015,9,3,4,247,4,36,11,4,0
1318,2015-12-01,83.63,669.28,8,669.04,2015,12,4,1,335,1,49,8,0,2
1319,2015-03-19,147.70,803.22,19,2806.30,2015,3,1,3,78,19,12,4,3,0
1320,2015-04-07,169.78,866.82,24,4074.72,2015,4,2,1,97,7,15,7,4,0
1321,2014-07-18,16.86,196.83,37,623.82,2014,7,3,4,199,18,29,4,5,3
1322,2015-04-20,165.91,202.44,39,6470.49,2015,4,2,0,110,20,17,4,5,1
1323,2015-08-07,113.11,661.23,48,5429.28,2015,8,3,4,219,7,32,2,2,0
1324,2014-08-12,372.61,446.39,46,17140.06,2014,8,3,1,224,12,33,10,0,3
1325,2014-07-24,51.70,409.06,35,1809.50,2014,7,3,3,205,24,30,0,4,3
1326,2015-12-19,88.52,818.27,15,1327.80,2015,12,4,5,353,19,51,3,4,2
1327,2015-10-08,108.89,309.06,26,2831.14,2015,10,4,3,281,8,41,6,0,3
1328,2014-11-20,160.74,573.77,38,6108.12,2014,11,4,3,324,20,47,10,0,2
1329,2014-11-13,351.15,712.69,19,6671.85,2014,11,4,3,317,13,46,0,3,0
1330,2015-10-03,367.19,678.54,43,15789.17,2015,10,4,5,276,3,40,7,4,1
1331,2014-08-06,81.77,117.48,48,3924.96,2014,8,3,2,218,6,32,3,0,2
1332,2015-02-16,296.21,778.55,49,14514.29,2015,2,1,0,47,16,8,6,0,0
1333,2014-11-16,148.20,953.34,38,5631.60,2014,11,4,6,320,16,46,8,3,3
1334,2015-07-31,258.39,407.16,43,11110.77,2015,7,3,4,212,31,31,10,0,0
1335,2015-05-26,98.95,945.14,4,395.80,2015,5,2,1,146,26,22,9,5,2
1336,2015-05-05,416.73,530.25,33,13752.09,2015,5,2,1,125,5,19,1,3,2
1337,2015-06-04,469.96,505.91,26,12218.96,2015,6,2,3,155,4,23,1,3,2
1338,2014-11-05,418.99,174.00,25,10474.75,2014,11,4,2,309,5,45,0,1,2
1339,2015-10-29,36.95,610.55,6,221.70,2015,10,4,3,302,29,44,8,3,3
1340,2015-10-11,57.30,237.81,31,1776.30,2015,10,4,6,284,11,41,7,3,2
1341,2014-10-26,57.28,445.25,23,1317.44,2014,10,4,6,299,26,43,9,4,1
1342,2015-09-13,299.16,72.26,27,8077.32,2015,9,3,6,256,13,37,2,2,2
1343,2014-10-24,368.33,709.69,34,12523.22,2014,10,4,4,297,24,43,0,1,2
1344,2015-06-02,101.54,406.30,39,3960.06,2015,6,2,1,153,2,23,5,4,1
1345,2014-08-06,41.57,441.44,37,1538.09,2014,8,3,2,218,6,32,8,1,2
1346,2014-06-26,477.32,313.70,49,23388.68,2014,6,2,3,177,26,26,5,3,1
1347,2015-09-22,106.91,771.68,7,748.37,2015,9,3,1,265,22,39,9,3,0
1348,2015-11-10,396.68,605.96,36,14280.48,2015,11,4,1,314,10,46,11,0,0
1349,2015-08-16,128.98,393.62,23,2966.54,2015,8,3,6,228,16,33,5,1,0
1350,2015-12-19,127.09,693.26,3,381.27,2015,12,4,5,353,19,51,9,2,2
1351,2014-09-23,238.11,662.24,15,3571.65,2014,9,3,1,266,23,39,12,3,0
1352,2015-03-24,42.17,131.54,24,1012.08,2015,3,1,1,83,24,13,5,2,3
1353,2015-12-01,282.77,789.14,47,13290.19,2015,12,4,1,335,1,49,1,4,0
1354,2014-06-28,485.98,666.84,37,17981.26,2014,6,2,5,179,28,26,2,3,1
1355,2014-12-31,81.78,402.18,31,2535.18,2014,12,4,2,365,31,1,9,1,0
1356,2014-12-30,13.35,42.73,21,280.35,2014,12,4,1,364,30,1,9,1,1
1357,2015-08-19,128.99,845.45,39,5030.61,2015,8,3,2,231,19,34,5,4,0
1358,2015-09-28,438.37,99.36,32,14027.84,2015,9,3,0,271,28,40,1,1,2
1359,2015-04-28,213.47,381.74,13,2775.11,2015,4,2,1,118,28,18,7,0,0
1360,2014-12-25,18.85,32.09,19,358.15,2014,12,4,3,359,25,52,11,3,0
1361,2015-02-25,198.45,674.58,11,2182.95,2015,2,1,2,56,25,9,10,4,2
1362,2014-06-13,480.96,763.05,14,6733.44,2014,6,2,4,164,13,24,6,1,3
1363,2015-03-11,135.10,999.09,5,675.50,2015,3,1,2,70,11,11,10,5,2
1364,2015-02-27,268.99,412.73,1,268.99,2015,2,1,4,58,27,9,5,0,1
1365,2015-04-25,203.51,193.51,30,6105.30,2015,4,2,5,115,25,17,8,1,3
1366,2014-08-30,190.80,290.92,40,7632.00,2014,8,3,5,242,30,35,4,5,1
1367,2015-09-07,65.10,23.43,44,2864.40,2015,9,3,0,250,7,37,2,1,0
1368,2015-10-02,278.91,353.99,27,7530.57,2015,10,4,4,275,2,40,0,4,0
1369,2014-10-29,201.93,303.50,34,6865.62,2014,10,4,2,302,29,44,5,0,2
1370,2015-04-13,1.80,181.12,5,9.00,2015,4,2,0,103,13,16,11,1,3
1371,2015-08-31,177.36,706.41,48,8513.28,2015,8,3,0,243,31,36,2,4,3
1372,2014-10-04,177.65,68.22,40,7106.00,2014,10,4,5,277,4,40,2,0,3
1373,2015-08-18,225.63,227.60,17,3835.71,2015,8,3,1,230,18,34,2,2,1
1374,2014-10-25,479.51,953.20,14,6713.14,2014,10,4,5,298,25,43,1,4,3
1375,2015-02-11,235.22,591.67,16,3763.52,2015,2,1,2,42,11,7,12,3,2
1376,2015-07-22,164.59,796.73,30,4937.70,2015,7,3,2,203,22,30,12,3,1
1377,2015-08-23,340.54,745.33,6,2043.24,2015,8,3,6,235,23,34,12,1,0
1378,2015-02-23,112.09,773.79,30,3362.70,2015,2,1,0,54,23,9,5,3,0
1379,2015-03-17,255.57,560.07,19,4855.83,2015,3,1,1,76,17,12,1,0,1
1380,2015-12-06,371.52,587.58,44,16346.88,2015,12,4,6,340,6,49,12,4,1
1381,2014-09-16,46.02,112.44,24,1104.48,2014,9,3,1,259,16,38,1,4,0
1382,2015-04-12,183.86,288.43,42,7722.12,2015,4,2,6,102,12,15,10,1,3
